N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
82,89,61,5.44,12.3,2,0.34,0.65,12.79,30.08,1052.36,7.9,3.48,2,2399,1,1,97.69,0,2,Potato
38,77,32,7.27,15.85,2,1.4,2.58,27.09,62.96,2634.41,7.4,4.25,4,2266,1,2,253.37,1,2,Rice
143,77,72,5.27,35.82,2,1.01,0.74,17.71,65.0,306.39,6.25,2.79,0,184,1,2,311.91,0,0,Cotton
79,60,25,5.43,24.3,1,0.69,1.69,22.97,82.35,874.37,9.23,16.33,0,1650,1,1,325.45,0,1,Wheat
107,14,41,5.82,46.89,0,0.47,2.45,19.65,77.5,1963.56,5.08,15.38,2,1589,1,1,86.35,0,1,Sugarcane
88,55,100,7.16,32.44,1,0.38,2.83,19.88,53.77,1259.25,11.54,19.42,3,2003,2,3,266.97,1,2,Wheat
61,56,75,7.29,37.08,0,0.41,2.43,12.12,67.07,2462.11,5.11,15.54,2,1946,0,2,52.57,1,2,Wheat
86,73,37,6.63,48.42,0,1.01,1.65,14.93,39.55,852.32,10.54,11.67,0,1790,1,3,87.88,2,2,Wheat
63,48,67,7.92,19.17,2,1.4,2.09,28.48,34.04,1054.67,10.81,4.3,1,401,2,0,129.58,1,0,Pulses
153,44,118,6.5,37.43,2,0.51,0.53,29.59,33.3,1565.46,4.5,6.95,1,1245,1,3,154.09,2,1,Rice
37,18,12,4.98,45.29,2,0.68,2.95,30.74,43.57,2904.04,10.46,12.18,2,1657,2,1,67.91,0,1,Rice
153,75,37,5.82,33.24,0,0.59,2.18,15.42,66.18,2304.4,9.16,11.74,1,1564,1,0,219.55,0,1,Sugarcane
153,29,89,8.46,15.78,3,0.21,2.53,28.88,30.81,2926.09,4.56,16.99,4,656,0,0,65.02,1,0,Rice
61,68,25,5.35,37.74,3,1.47,0.9,23.47,64.1,518.77,7.56,18.59,3,1975,1,0,328.89,0,2,Wheat
94,78,98,6.82,39.39,3,0.67,2.45,16.66,68.09,2315.4,11.07,10.57,3,655,1,0,94.01,2,0,Wheat
63,80,88,6.75,48.88,3,0.86,1.03,19.98,54.4,2751.35,8.16,3.98,0,1047,2,2,126.78,2,1,Wheat
87,27,49,6.78,48.14,1,0.62,0.87,13.6,67.69,1745.73,8.2,12.8,1,1436,1,2,129.63,2,1,Wheat
148,39,59,5.82,17.67,0,1.46,2.91,23.85,73.8,946.33,10.97,18.32,3,2315,0,0,68.89,0,2,Potato
123,88,77,6.48,23.39,2,0.47,1.97,18.5,65.62,431.35,10.33,18.06,3,820,0,3,57.64,2,0,Wheat
109,15,84,6.73,58.66,1,1.15,0.78,16.32,51.9,2975.63,11.96,8.01,1,17,1,1,116.37,2,0,Wheat
44,13,24,5.76,34.52,0,0.43,2.22,24.17,51.87,714.84,11.63,18.04,4,1705,1,0,124.42,0,2,Barley
123,29,23,7.89,12.07,0,1.45,1.19,26.77,79.7,2793.9,5.8,1.98,4,1180,0,0,222.67,1,1,Rice
20,88,99,5.7,34.21,1,0.57,0.34,37.63,44.39,981.48,4.53,7.75,1,987,1,1,328.39,0,1,Barley
153,55,36,7.35,13.44,1,1.42,0.27,28.82,38.52,1199.79,5.39,13.6,1,1079,0,2,311.27,1,1,Sugarcane
117,60,49,4.52,40.73,3,0.93,0.19,11.63,44.8,649.5,4.67,14.19,0,1464,1,2,280.23,0,1,Barley
84,64,95,4.87,39.7,2,1.33,1.4,10.31,49.84,1749.76,11.25,17.69,1,202,0,2,163.37,0,0,Potato
131,41,112,7.97,23.29,0,0.63,2.57,24.74,59.18,2041.78,6.67,5.92,3,401,0,3,302.5,1,0,Rice
44,40,46,7.29,57.67,1,1.15,0.37,33.94,55.03,1058.19,8.62,5.74,4,655,0,3,122.04,1,0,Sugarcane
86,32,25,4.65,10.93,0,0.88,2.88,34.36,76.55,2516.84,8.94,17.81,3,2435,2,3,130.18,0,2,Rice
70,83,61,5.63,28.4,0,1.48,2.04,30.92,45.08,1896.51,5.15,2.91,0,810,2,1,324.06,0,0,Rice
99,35,32,7.84,41.01,0,0.56,1.49,32.77,87.12,1438.1,11.09,17.96,0,139,2,1,138.33,1,0,Rice
106,73,93,7.71,32.98,3,0.85,2.19,28.09,71.98,1816.99,11.36,11.27,2,77,2,0,269.78,1,0,Rice
150,38,60,5.47,18.17,2,0.74,0.3,34.31,48.36,1508.07,5.98,14.74,4,168,1,0,226.73,0,0,Rice
56,68,92,6.35,55.8,3,1.21,0.95,20.73,88.81,1288.96,10.85,12.73,1,1874,2,2,267.16,2,2,Cotton
136,23,111,7.9,49.56,1,1.39,2.23,10.93,58.6,1227.88,5.57,15.83,1,100,1,3,171.47,1,0,Wheat
91,64,51,8.2,33.97,2,0.7,2.07,10.04,72.42,2535.23,11.21,4.41,0,20,0,2,63.73,1,0,Wheat
130,14,106,8.24,25.8,2,0.46,0.43,30.04,70.34,1297.33,4.4,17.04,1,101,1,0,140.06,1,0,Sugarcane
156,82,92,5.89,45.57,1,0.67,1.43,33.78,38.46,2033.33,5.16,9.58,4,1578,2,2,275.62,0,1,Rice
58,64,42,8.07,48.55,0,1.32,2.53,25.94,85.7,295.89,6.38,6.38,4,2037,2,3,306.12,1,2,Millet
148,30,39,6.78,21.91,2,1.43,0.22,12.18,57.92,301.01,10.54,10.6,4,1482,0,0,306.04,2,1,Wheat
88,54,58,6.14,45.39,2,1.35,1.53,31.14,41.77,2723.09,8.22,10.01,1,2286,2,0,320.76,2,2,Rice
118,88,99,4.88,41.53,1,1.07,2.11,22.26,83.88,2491.09,7.23,7.79,1,1009,0,0,211.42,0,1,Rice
138,51,49,8.46,34.24,3,1.48,2.44,38.05,60.47,407.16,8.72,7.19,4,212,2,1,101.95,1,0,Millet
103,15,17,8.12,45.13,3,1.17,2.82,38.81,33.84,239.43,9.03,10.24,1,988,0,2,216.07,1,1,Millet
91,15,28,6.91,12.45,1,0.83,2.7,32.71,80.17,2280.13,10.53,7.13,4,2023,1,2,184.24,2,2,Rice
137,59,112,8.28,30.02,1,0.24,2.4,29.83,44.33,1348.21,11.7,6.11,2,2355,2,2,192.27,1,2,Sugarcane
33,54,41,7.23,49.14,2,0.84,0.52,39.66,58.2,2875.05,4.03,8.87,2,1232,0,3,62.78,1,1,Rice
84,14,100,8.4,15.63,3,1.11,2.7,36.65,39.82,2899.21,5.59,2.23,0,957,1,0,78.41,1,1,Rice
125,75,112,7.13,17.47,1,0.56,2.32,31.47,32.03,816.33,5.5,6.91,2,1968,2,1,137.13,1,2,Wheat
95,67,40,6.0,21.69,3,1.37,1.42,34.61,52.47,999.1,5.93,4.59,4,275,2,3,258.47,0,0,Potato
87,18,90,6.99,33.21,3,1.04,2.69,13.67,43.58,1457.97,7.56,7.67,3,1247,1,1,263.49,2,1,Wheat
68,15,15,5.19,34.2,0,0.39,1.31,36.57,43.7,1550.77,9.87,10.51,3,505,2,3,284.94,0,0,Rice
108,52,114,6.87,15.77,1,1.44,1.24,32.57,49.05,856.72,10.55,14.47,1,788,2,2,267.99,2,0,Maize
157,61,86,7.89,40.25,2,1.27,0.59,35.5,47.76,626.43,7.28,10.65,4,242,0,1,196.46,1,0,Millet
118,77,111,7.83,10.25,2,1.22,2.07,25.47,85.24,1308.89,4.56,13.44,1,78,0,1,244.95,1,0,Sugarcane
70,74,108,8.39,12.58,2,0.44,0.4,39.24,39.29,855.07,9.48,2.54,1,1841,2,1,214.84,1,2,Tomato
120,67,69,7.23,15.12,1,0.57,1.22,15.47,68.63,652.74,5.18,12.01,2,144,2,1,196.42,1,0,Wheat
77,88,69,8.23,12.62,3,1.0,1.91,21.94,68.91,1806.63,9.42,6.35,0,1061,2,2,83.64,1,1,Rice
33,71,102,7.42,56.39,2,0.64,1.71,24.49,64.83,2517.3,8.01,10.31,3,1194,2,0,303.03,1,1,Rice
102,16,49,5.54,23.16,2,0.89,2.17,27.72,33.09,1163.94,8.47,16.0,2,1091,2,2,235.45,0,1,Sugarcane
93,50,34,4.88,56.04,2,1.18,0.65,36.51,75.97,816.1,6.61,16.67,2,192,2,0,136.03,0,0,Barley
70,51,91,5.78,17.59,0,0.33,0.62,26.22,51.74,2634.3,5.78,5.9,3,1660,0,1,262.65,0,1,Rice
66,84,105,6.93,22.04,3,0.85,1.14,39.24,38.47,2689.57,9.73,8.45,2,585,1,2,132.83,2,0,Rice
150,12,25,8.15,28.1,0,0.68,1.04,22.46,63.16,2321.87,9.91,7.72,1,2323,2,0,160.1,1,2,Rice
125,89,99,7.17,52.8,1,1.49,1.16,25.14,83.78,979.14,5.34,13.73,3,619,0,3,157.47,1,0,Maize
136,41,90,7.54,37.19,0,1.45,0.25,28.61,78.71,1086.78,9.34,17.22,2,59,2,0,229.8,1,0,Sugarcane
42,52,70,7.67,43.73,0,0.3,0.19,34.89,32.58,339.16,10.53,3.81,0,1060,1,2,174.31,1,1,Millet
73,55,93,4.99,39.96,2,0.43,1.5,34.96,40.06,2843.21,6.0,18.51,0,2119,0,0,260.32,0,2,Rice
47,27,44,6.15,45.21,2,0.97,1.39,20.09,74.82,829.41,11.88,4.74,2,1888,2,1,150.56,2,2,Sugarcane
152,17,37,5.3,43.66,0,0.62,2.98,33.65,57.4,386.72,6.19,3.98,1,396,0,2,265.56,0,0,Millet
116,78,118,5.71,35.7,2,0.22,2.45,18.07,77.56,1371.46,6.86,17.04,1,854,0,0,52.97,0,1,Sugarcane
76,75,107,5.42,45.75,1,0.9,2.95,38.07,40.12,1066.57,9.65,13.99,3,909,0,0,324.34,0,1,Millet
64,42,65,4.63,31.27,0,1.4,0.66,14.35,41.73,1704.79,4.23,6.72,1,1865,0,3,103.28,0,2,Pulses
116,50,88,6.15,25.4,0,1.44,0.7,23.39,35.21,733.19,5.0,7.62,1,2455,0,1,255.17,2,2,Millet
29,15,114,8.43,15.79,2,0.6,2.73,16.61,40.9,1789.34,7.46,15.17,4,2101,2,1,125.34,1,2,Wheat
56,30,87,6.32,25.9,1,0.63,0.22,37.52,82.33,1620.32,7.79,15.46,1,1243,2,3,215.75,2,1,Rice
45,75,86,8.1,56.03,3,0.43,0.48,24.44,75.31,1684.3,11.83,16.19,4,1649,2,3,215.5,1,1,Rice
147,45,96,6.97,54.42,3,1.28,1.5,38.23,44.25,955.59,5.35,9.58,2,18,0,1,277.41,2,0,Maize
33,34,12,4.98,10.35,3,1.19,1.65,33.05,36.51,547.75,6.95,12.38,1,355,2,0,153.19,0,0,Millet
159,44,35,7.78,46.98,3,1.32,0.78,37.74,74.18,1897.16,6.89,14.33,2,1310,2,2,289.7,1,1,Rice
55,50,51,7.13,48.03,1,1.48,0.3,17.34,75.9,232.98,5.03,16.27,0,1428,2,2,286.03,1,1,Wheat
140,30,29,4.75,15.43,3,1.3,2.13,13.75,49.68,626.64,6.51,19.75,1,1641,2,3,243.69,0,1,Sugarcane
51,80,80,4.88,25.19,1,1.26,2.18,29.55,34.94,2065.5,10.85,14.0,0,43,0,0,97.07,0,0,Rice
157,35,53,5.79,41.0,2,1.15,0.53,27.02,83.2,1269.1,5.57,4.92,3,1323,0,1,175.83,0,1,Sugarcane
38,26,46,4.75,49.74,2,0.55,2.09,12.99,61.67,1713.33,7.64,7.96,1,1773,0,3,336.71,0,2,Sugarcane
81,55,55,5.48,44.02,1,1.14,0.12,14.83,46.49,269.34,10.55,11.12,2,607,2,1,152.53,0,0,Tomato
123,55,83,7.62,52.89,0,0.73,2.72,21.89,76.62,1220.99,11.22,15.38,0,361,1,1,131.39,1,0,Sugarcane
44,82,119,5.33,43.33,0,1.23,1.32,32.21,38.07,1372.54,10.38,1.2,2,1232,0,1,290.24,0,1,Barley
98,64,15,7.96,53.18,1,1.42,1.25,29.43,59.82,1679.29,9.89,16.28,2,2364,0,3,236.24,1,2,Rice
65,81,18,6.53,59.95,1,1.03,2.89,18.59,66.25,2377.08,5.96,13.0,1,1420,2,3,54.98,2,1,Wheat
138,12,26,7.04,59.28,0,1.35,0.32,22.38,33.99,2047.63,5.39,18.81,3,2315,2,1,174.31,1,2,Rice
66,59,35,4.78,29.57,1,0.56,2.06,15.56,34.28,2429.27,6.06,10.76,2,392,2,3,167.19,0,0,Tomato
147,35,99,8.38,44.51,0,1.31,0.8,11.51,52.91,308.99,9.18,7.64,1,753,0,1,243.04,1,0,Wheat
145,86,30,6.35,55.27,0,0.24,1.43,11.16,84.95,1327.32,6.75,17.75,4,1594,1,3,348.71,2,1,Wheat
81,25,29,5.3,10.43,3,0.3,0.36,38.31,56.35,477.97,9.02,19.3,4,53,1,2,344.59,0,0,Millet
93,80,54,7.46,34.44,3,0.42,0.91,21.28,88.51,2061.25,5.42,4.89,3,478,1,1,173.18,1,0,Rice
123,19,118,4.75,39.78,1,1.33,2.1,16.87,54.67,2263.68,6.63,11.94,0,1940,1,2,313.14,0,2,Sugarcane
44,27,58,8.45,40.59,2,0.31,0.61,15.19,87.33,1918.98,9.15,8.24,0,577,2,2,240.56,1,0,Wheat
43,26,12,7.34,22.6,2,0.31,2.29,15.4,83.51,1738.25,6.46,8.76,3,1229,2,3,74.97,1,1,Wheat
146,16,47,8.42,40.7,0,0.78,0.4,25.32,89.59,720.65,11.13,5.09,2,2293,0,2,253.71,1,2,Millet
62,38,31,5.73,11.02,3,0.49,2.62,13.25,31.23,1618.0,7.33,3.88,1,1123,1,2,141.18,0,1,Potato
87,72,71,8.32,47.89,2,0.5,0.42,14.65,67.93,2130.9,9.31,7.7,3,1086,0,1,193.18,1,1,Wheat
58,32,108,4.97,26.45,1,0.29,0.89,30.31,69.93,271.83,10.77,8.48,4,312,0,2,316.84,0,0,Millet
26,84,18,6.25,11.36,3,0.8,1.25,36.32,42.84,2410.92,5.95,10.49,3,441,0,1,334.84,2,0,Rice
93,16,61,4.75,46.72,0,1.19,2.21,20.93,37.71,2636.07,5.32,13.74,4,1086,1,1,137.32,0,1,Rice
87,15,107,7.54,56.38,1,0.53,0.71,21.69,39.68,2150.72,7.51,9.55,3,1162,2,0,136.05,1,1,Rice
83,33,60,6.64,51.89,0,0.33,2.99,17.12,42.46,1716.13,5.83,6.4,3,2112,1,0,164.22,2,2,Wheat
142,54,119,5.03,37.05,3,0.74,0.85,15.78,75.23,631.4,6.18,15.69,1,43,1,1,298.28,0,0,Wheat
44,12,59,4.92,45.42,0,0.49,1.34,36.11,79.45,2435.22,10.76,17.38,1,740,1,0,304.09,0,0,Rice
94,72,19,5.72,50.18,2,0.26,2.59,36.76,68.47,1052.41,10.81,15.15,2,1482,1,2,129.9,0,1,Barley
34,58,105,6.71,53.74,3,0.22,2.1,12.6,76.45,2892.1,7.35,16.83,4,149,0,3,155.12,2,0,Wheat
94,75,51,7.5,51.73,0,0.92,0.54,25.93,76.75,1971.29,6.59,10.55,3,2395,1,0,173.96,1,2,Rice
79,80,28,8.03,36.82,3,1.14,2.6,20.93,86.22,2665.51,6.86,17.6,3,1582,2,0,238.54,1,1,Rice
77,26,25,5.71,30.47,1,1.05,1.86,27.43,37.81,847.87,9.59,15.52,4,1427,0,0,204.52,0,1,Pulses
88,54,16,4.79,27.07,3,0.31,1.34,23.53,38.76,1579.1,6.28,11.83,0,1970,1,2,321.59,0,2,Rice
23,76,98,8.48,16.14,0,1.17,1.45,10.92,77.24,2261.57,9.52,10.33,4,1563,1,2,56.93,1,1,Wheat
142,26,18,7.09,25.84,1,0.88,0.45,15.68,64.34,1220.89,4.39,19.15,4,1270,2,1,334.32,1,1,Wheat
152,52,62,6.4,15.8,3,0.57,0.67,18.78,46.26,2607.65,9.12,4.62,0,1959,0,2,255.54,2,2,Wheat
103,81,87,7.26,16.96,2,0.3,1.44,37.16,40.2,2760.85,10.47,12.75,3,1437,0,2,107.31,1,1,Rice
124,63,31,6.47,39.39,2,0.75,0.74,18.96,86.61,403.8,9.59,16.98,4,2100,1,3,75.26,2,2,Wheat
77,36,84,7.68,38.04,3,0.74,1.64,10.07,67.28,2414.98,5.91,10.48,3,1493,2,1,63.29,1,1,Wheat
148,38,19,5.22,20.69,1,1.03,2.86,28.99,45.79,2252.61,10.72,15.7,2,1944,0,1,141.63,0,2,Rice
61,69,93,6.37,16.2,0,0.88,1.82,12.63,48.55,2010.06,11.75,4.2,3,1740,2,3,68.41,2,2,Wheat
82,49,53,6.07,30.93,2,1.19,2.21,11.03,85.79,662.28,9.71,5.19,2,551,1,1,192.49,2,0,Wheat
73,27,97,8.14,10.29,0,1.04,0.75,14.88,57.6,453.96,10.36,13.85,1,456,1,2,227.7,1,0,Wheat
98,17,50,5.6,13.84,2,0.45,1.44,10.59,83.67,366.49,9.31,15.84,0,1570,1,3,127.44,0,1,Cotton
89,71,41,7.65,59.56,1,0.26,2.35,16.5,73.88,730.13,5.04,7.87,0,2093,2,3,255.12,1,2,Wheat
81,70,39,7.1,15.3,0,0.45,1.38,37.25,38.9,1405.1,10.08,13.91,0,2441,1,1,72.32,1,2,Wheat
42,17,94,7.81,40.21,2,1.44,1.01,27.87,83.81,1075.45,9.29,4.17,2,2067,1,2,52.04,1,2,Wheat
112,52,11,5.2,29.03,1,0.95,1.82,38.08,64.87,2107.76,10.49,11.66,0,830,2,2,191.11,0,0,Rice
111,73,15,8.17,52.73,3,0.31,0.83,24.13,89.48,424.78,6.92,2.17,0,391,1,3,275.49,1,0,Wheat
117,17,17,6.91,49.29,2,0.2,1.25,34.56,63.35,1012.83,9.86,1.95,1,591,2,0,65.03,2,0,Sugarcane
110,89,97,7.16,21.01,1,0.32,1.61,11.77,58.72,2766.43,6.42,19.91,0,1673,0,1,177.71,1,2,Wheat
108,66,93,7.63,19.03,2,0.82,2.69,23.07,69.39,1526.85,4.91,5.82,0,1139,1,3,288.87,1,1,Rice
51,75,91,8.24,34.43,3,0.5,2.6,29.13,39.5,918.01,9.75,19.11,2,1064,2,3,108.3,1,1,Barley
152,75,49,8.36,49.4,3,0.69,2.16,36.73,86.81,1792.32,8.74,3.34,4,680,1,2,312.87,1,0,Rice
87,33,46,5.99,15.91,2,0.83,0.39,22.28,73.52,653.55,5.53,6.17,1,2265,1,2,68.36,0,2,Cotton
150,77,94,5.35,18.56,0,1.42,1.21,27.92,60.19,2025.38,5.44,17.72,2,1339,0,0,112.55,0,1,Rice
92,14,108,6.05,43.43,1,1.47,1.07,32.17,69.35,2314.82,7.74,6.89,1,1750,0,0,173.92,2,2,Rice
159,12,116,8.12,22.87,2,1.37,1.85,24.22,56.29,946.7,10.4,12.72,1,1156,0,3,245.06,1,1,Pulses
126,41,75,5.44,28.85,1,1.49,0.94,12.13,82.77,938.1,11.38,6.22,4,355,2,0,317.97,0,0,Rice
105,14,59,7.44,38.62,2,0.56,0.99,30.95,83.1,1299.65,7.03,14.0,4,1541,0,1,290.57,1,1,Sugarcane
89,33,44,5.5,22.92,0,1.09,0.34,13.49,71.68,2311.61,7.56,13.19,3,1485,1,3,51.99,0,1,Wheat
98,19,91,7.74,22.77,1,1.42,0.95,34.78,61.46,1135.73,11.01,8.09,0,1715,0,0,284.49,1,2,Tomato
21,42,31,7.67,47.87,1,1.22,0.81,21.43,55.68,2938.06,8.82,10.01,3,1832,0,0,128.16,1,2,Rice
116,63,61,5.22,45.15,0,1.38,0.17,14.11,33.72,1025.49,9.4,9.37,1,7,1,2,117.61,0,0,Sugarcane
77,21,16,7.88,10.43,2,1.34,2.48,10.13,39.9,383.82,9.34,8.62,4,418,0,0,121.23,1,0,Wheat
77,83,30,5.73,32.3,3,0.44,1.66,10.58,86.38,2495.45,8.75,1.61,2,348,0,3,113.59,0,0,Millet
129,28,50,5.94,19.4,0,0.87,2.92,15.53,83.84,891.76,9.85,17.7,2,1500,0,2,80.7,0,1,Tomato
49,62,73,8.1,40.27,0,0.75,1.61,16.06,66.27,811.69,4.01,9.18,0,329,2,1,237.32,1,0,Wheat
66,23,34,7.8,20.4,3,1.02,2.16,10.58,45.26,1208.03,9.07,7.9,2,254,2,2,317.9,1,0,Wheat
80,37,82,8.13,57.12,0,0.88,0.31,28.68,42.64,417.87,4.07,1.03,1,1218,2,2,254.45,1,1,Millet
79,45,25,8.33,41.03,1,0.75,1.0,24.56,44.51,319.87,9.13,4.39,1,2442,0,3,300.81,1,2,Barley
99,39,76,7.86,35.26,0,0.37,2.67,14.11,68.11,2018.85,6.11,17.6,2,876,2,1,108.96,1,1,Wheat
32,21,119,5.54,37.3,3,0.52,1.2,29.69,48.53,2968.52,7.93,8.83,1,894,2,0,104.58,0,1,Rice
54,18,59,4.7,15.29,1,0.82,2.97,15.44,47.15,689.01,6.61,1.8,3,212,1,0,51.94,0,0,Barley
115,74,63,7.37,13.94,1,0.44,1.04,29.28,87.18,1877.41,6.77,13.48,2,1903,2,3,165.74,1,2,Rice
44,15,75,7.85,38.57,3,1.26,0.3,12.94,39.88,1141.83,11.75,12.06,4,1144,2,1,147.25,1,1,Wheat
56,81,12,5.61,18.67,0,1.0,1.48,26.53,86.93,2786.83,6.77,18.02,3,1180,1,1,50.85,0,1,Rice
48,53,78,4.84,45.76,2,0.28,1.89,26.97,63.44,2256.88,4.82,18.0,3,1894,1,1,141.19,0,2,Rice
129,62,114,6.14,21.73,1,0.97,2.65,18.89,69.82,2845.11,7.36,18.07,2,1152,0,2,289.53,2,1,Wheat
67,87,112,7.19,49.47,0,1.07,0.4,19.72,37.12,2234.77,5.09,16.1,2,1933,1,0,242.78,1,2,Wheat
114,83,44,7.71,12.41,0,0.59,2.56,29.15,46.93,1003.7,5.83,18.96,2,1798,1,2,56.8,1,2,Sugarcane
147,73,44,6.04,48.3,3,1.01,1.34,20.62,88.45,1108.14,6.46,3.83,4,2443,2,1,84.93,2,2,Sugarcane
48,59,31,7.07,53.55,2,1.37,0.64,34.65,58.35,2369.22,8.68,7.4,2,1736,1,2,187.12,1,2,Rice
21,27,109,6.05,14.63,3,0.59,2.62,29.71,77.69,997.58,11.83,13.22,0,772,1,0,118.26,2,0,Wheat
21,35,102,7.08,42.98,3,1.39,2.58,26.1,40.18,2490.4,7.38,17.87,0,2175,0,2,175.7,1,2,Rice
55,65,27,6.27,37.42,3,0.29,2.03,31.16,58.54,2727.46,7.99,11.44,4,1252,0,0,202.48,2,1,Rice
33,23,119,8.49,30.25,2,0.72,2.13,23.7,87.9,1687.65,5.98,12.68,4,624,0,3,188.32,1,0,Rice
131,54,104,7.17,56.39,1,0.57,2.83,37.53,60.56,2414.1,9.79,13.93,0,2362,1,1,117.91,1,2,Rice
44,40,31,6.69,16.81,0,1.14,2.61,14.26,77.97,1726.37,9.58,9.42,3,570,2,3,207.1,2,0,Wheat
141,25,33,5.29,40.34,2,0.43,2.69,27.31,89.89,2649.2,6.91,3.08,1,1997,2,0,199.17,0,2,Rice
146,68,32,6.85,48.45,3,1.42,2.21,37.27,76.5,2565.61,11.57,19.08,2,2035,1,3,220.83,2,2,Rice
118,84,85,7.73,19.05,3,0.36,1.71,16.31,70.22,857.98,10.18,19.74,0,2163,0,2,310.1,1,2,Wheat
47,24,111,8.3,57.51,0,1.3,0.39,25.87,36.2,260.96,11.75,7.87,2,1467,1,0,265.39,1,1,Millet
48,83,93,7.64,30.51,1,0.41,0.91,14.42,42.38,1215.69,10.85,13.68,3,1508,0,1,60.13,1,1,Wheat
130,57,98,6.87,20.91,0,0.44,2.09,18.13,44.89,1386.94,4.17,18.43,2,2072,0,3,332.67,2,2,Wheat
96,37,44,6.38,28.85,0,1.46,2.5,19.59,84.2,1837.96,10.62,6.32,0,213,0,3,203.86,2,0,Wheat
81,26,45,5.9,29.37,3,0.8,0.34,12.79,42.39,1683.42,4.27,11.5,1,1817,2,1,347.67,0,2,Cotton
91,27,12,5.17,30.23,0,1.36,0.27,16.24,52.15,1171.11,8.01,5.0,0,1634,0,0,131.08,0,1,Wheat
85,56,119,7.66,38.94,1,0.98,1.24,21.95,78.53,1509.54,5.68,6.75,4,2275,2,0,302.63,1,2,Rice
97,18,69,5.99,50.3,2,0.7,1.61,36.82,34.11,1247.57,8.8,6.56,4,1558,0,2,170.76,0,1,Wheat
24,44,71,7.4,43.71,1,0.43,1.45,24.37,34.57,2548.34,4.06,8.03,3,2287,1,0,125.46,1,2,Rice
79,84,36,7.28,57.65,2,0.32,2.48,35.26,66.54,1248.42,8.71,8.37,3,478,1,3,122.29,1,0,Wheat
130,70,98,5.45,39.69,3,1.15,1.93,23.47,69.09,1362.46,10.9,7.38,3,1065,0,1,255.73,0,1,Sugarcane
123,57,72,6.05,25.76,1,0.85,1.2,16.48,76.8,2111.07,9.2,9.48,3,2139,2,1,279.74,2,2,Wheat
79,49,62,8.15,12.47,3,0.54,1.62,10.16,65.17,1571.68,10.38,11.66,2,1797,2,0,96.36,1,2,Wheat
96,65,92,6.61,31.24,3,0.92,0.84,16.55,37.34,2967.5,8.52,5.66,4,1355,1,0,138.88,2,1,Wheat
156,54,119,8.5,42.17,3,0.56,1.06,23.12,72.47,1642.81,11.77,5.6,1,1794,1,1,154.55,1,2,Rice
61,88,105,6.75,22.57,3,0.34,2.48,23.17,59.86,613.02,6.26,7.22,3,821,0,3,272.26,2,0,Potato
107,44,34,7.2,59.81,1,1.39,0.66,34.88,85.56,1688.12,7.45,13.15,3,2207,2,1,307.96,1,2,Rice
32,71,98,7.56,56.72,1,1.28,2.66,14.07,51.32,2433.5,8.82,6.25,0,1616,1,3,286.77,1,1,Wheat
101,49,117,7.19,17.11,1,1.1,1.57,31.14,49.13,2665.92,5.55,8.71,2,2344,2,1,288.8,1,2,Rice
68,30,32,7.42,24.45,1,0.96,0.82,28.46,71.53,2079.04,10.51,17.79,1,1283,0,0,155.25,1,1,Rice
135,34,53,5.84,42.64,1,1.47,2.18,24.03,38.4,863.64,11.69,4.26,1,1599,0,2,289.66,0,1,Sugarcane
122,18,60,5.26,41.45,3,0.82,2.86,17.22,73.0,2036.41,8.91,6.63,0,1810,1,3,161.88,0,2,Sugarcane
57,61,62,4.54,19.2,3,0.29,1.34,37.08,87.74,477.03,4.82,2.08,4,2400,2,3,60.7,0,2,Millet
36,21,80,7.54,27.36,0,0.72,1.3,18.31,67.08,2133.7,8.07,6.11,1,909,2,0,344.76,1,1,Wheat
126,45,72,5.27,33.69,0,0.31,1.18,30.16,58.88,1721.53,11.97,15.17,0,2214,1,3,119.34,0,2,Rice
146,12,55,6.49,29.29,0,0.28,3.0,17.15,30.25,2854.15,9.32,19.29,3,700,1,1,206.08,2,0,Wheat
67,20,34,7.23,27.57,3,1.11,2.82,22.16,48.18,1172.99,8.17,15.55,1,821,2,3,250.24,1,0,Pulses
148,14,77,6.43,52.68,3,0.22,2.82,36.96,63.96,1820.27,4.19,14.54,0,2348,2,0,114.62,2,2,Rice
41,46,48,5.87,15.89,2,0.74,1.28,14.9,81.71,1367.35,4.39,15.66,0,81,0,2,74.76,0,0,Pulses
48,16,32,6.86,42.68,0,1.42,2.18,30.69,36.87,856.63,9.05,19.07,2,516,0,0,166.9,2,0,Rice
21,81,98,6.37,29.97,0,0.82,2.32,14.17,50.14,2691.79,5.86,2.31,2,1626,0,0,169.56,2,1,Wheat
89,12,58,5.31,50.3,2,0.61,0.31,29.66,36.49,2871.45,11.04,4.54,0,1948,0,2,202.01,0,2,Rice
132,88,31,7.63,57.62,2,0.85,0.69,20.24,53.05,1020.81,6.82,9.31,1,907,0,0,233.55,1,1,Sugarcane
47,83,95,7.54,58.46,3,1.36,2.14,19.03,87.43,2150.12,7.92,3.45,0,2477,2,2,222.34,1,2,Wheat
111,42,110,6.0,18.16,1,0.63,1.85,15.46,51.0,621.81,4.77,12.58,0,1441,1,3,246.86,0,1,Wheat
